"iso_alpha_3_code","year","deaths_hiv"
"BHR",2011,"0"
"DJI",2011,"338"
"EGY",2011,"13"
"IRN",2011,"463"
"JOR",2011,"4"
"KWT",2011,"0"
"LBN",2011,"9"
"LBY",2011,"15"
"MAR",2011,"275"
"OMN",2011,"0"
"QAT",2011,"1"
"SAU",2011,"6"
"SOM",2011,"264"
"SDN",2011,"862"
"SYR",2011,"3"
"TUN",2011,"23"
"ARE",2011,"0"
"YEM",2011,"49"
"IRQ",2011,"0"
"BEN",2011,"408"
"BFA",2011,"1402"
"BDI",2011,"1523"
"CMR",2011,"10905"
"CPV",2011,"18"
"CAF",2011,"2897"
"TCD",2011,"871"
"COG",2011,"2283"
"CIV",2011,"9425"
"COD",2011,"17167"
"GNQ",2011,"582"
"GAB",2011,"1212"
"GMB",2011,"408"
"GHA",2011,"8074"
"GIN",2011,"1330"
"GNB",2011,"745"
"LBR",2011,"977"
"MLI",2011,"1926"
"MRT",2011,"120"
"NER",2011,"479"
"NGA",2011,"21629"
"SEN",2011,"243"
"SLE",2011,"1175"
"TGO",2011,"1986"
"STP",2011,"7"
"AUT",2011,"0"
"BEL",2011,"0"
"BGR",2011,"0"
"CAN",2011,"0"
"HRV",2011,"0"
"CYP",2011,"0"
"CZE",2011,"0"
"DNK",2011,"4"
"EST",2011,"10"
"FIN",2011,"0"
"FRA",2011,"0"
"DEU",2011,"33"
"GRC",2011,"3"
"HUN",2011,"0"
"ISL",2011,"0"
"IRL",2011,"2"
"ISR",2011,"0"
"ITA",2011,"0"
"LVA",2011,"0"
"LTU",2011,"0"
"LUX",2011,"0"
"MLT",2011,"0"
"NLD",2011,"5"
"NOR",2011,"3"
"POL",2011,"0"
"PRT",2011,"113"
"ROU",2011,"42"
"SRB",2011,"3"
"SVK",2011,"0"
"SVN",2011,"0"
"ESP",2011,"48"
"SWE",2011,"0"
"CHE",2011,"19"
"TUR",2011,"0"
"GBR",2011,"0"
"USA",2011,"0"
"03M49WLD",2012,"351249"
"AFG",2012,"57"
"AUS",2012,"7"
"BGD",2012,"0"
"BTN",2012,"11"
"BRN",2012,"0"
"KHM",2012,"435"
"CHN",2012,"0"
"PRK",2012,"0"
"FJI",2012,"3"
"IND",2012,"0"
"IDN",2012,"3615"
"JPN",2012,"5"
"LAO",2012,"63"
"MYS",2012,"212"
"MDV",2012,"0"
"MNG",2012,"1"
"MMR",2012,"0"
"NPL",2012,"183"
"NZL",2012,"1"
"PAK",2012,"149"
"PNG",2012,"172"
"PHL",2012,"7"
"KOR",2012,"0"
"SGP",2012,"12"
"LKA",2012,"42"
"THA",2012,"8844"
"TLS",2012,"5"
"VNM",2012,"881"
"BHS",2012,"0"
"BRB",2012,"0"
"BLZ",2012,"28"
"CUB",2012,"189"
"DOM",2012,"1007"
"GUY",2012,"21"
"HTI",2012,"2009"
"JAM",2012,"415"
"SUR",2012,"31"
"TTO",2012,"80"
"AGO",2012,"4866"
"BWA",2012,"1812"
"COM",2012,"1"
"ERI",2012,"205"
"SWZ",2012,"1258"
"ETH",2012,"6092"
"KEN",2012,"14306"
"LSO",2012,"2173"
"MDG",2012,"195"
"MWI",2012,"9581"
"MUS",2012,"166"
"MOZ",2012,"24977"
"NAM",2012,"1164"
"RWA",2012,"1324"
"ZAF",2012,"48222"
"SSD",2012,"3900"
"UGA",2012,"18395"
"TZA",2012,"18323"
"ZMB",2012,"10082"
"ZWE",2012,"11827"
"ALB",2012,"2"
"ARM",2012,"54"
"AZE",2012,"139"
"BLR",2012,"19"
"BIH",2012,"0"
"GEO",2012,"3"
"KAZ",2012,"108"
"KGZ",2012,"11"
"MNE",2012,"1"
"MKD",2012,"0"
"MDA",2012,"104"
"RUS",2012,"0"
"TJK",2012,"26"
"TKM",2012,"0"
"UKR",2012,"4501"
"UZB",2012,"33"
"ARG",2012,"218"
"BOL",2012,"220"
"BRA",2012,"0"
"CHL",2012,"0"
"COL",2012,"464"
"CRI",2012,"82"
"ECU",2012,"155"
"SLV",2012,"152"
"GTM",2012,"135"
"HND",2012,"243"
"MEX",2012,"880"
"NIC",2012,"47"
"PAN",2012,"95"
"PRY",2012,"225"
"PER",2012,"56"
"URY",2012,"91"
"VEN",2012,"1237"
"DZA",2012,"25"
"BHR",2012,"0"
"DJI",2012,"326"
"EGY",2012,"14"
"IRN",2012,"471"
"JOR",2012,"5"
"KWT",2012,"0"
"LBN",2012,"10"
"LBY",2012,"15"
"MAR",2012,"255"
"OMN",2012,"0"
"QAT",2012,"1"
"SAU",2012,"6"
"SOM",2012,"245"
"SDN",2012,"955"
"SYR",2012,"4"
"TUN",2012,"26"
"ARE",2012,"0"
"YEM",2012,"52"
"IRQ",2012,"0"
"BEN",2012,"404"
"BFA",2012,"1100"
"BDI",2012,"1306"
"CMR",2012,"10463"
"CPV",2012,"15"
"CAF",2012,"2921"
"TCD",2012,"950"
"COG",2012,"2040"
"CIV",2012,"8274"
"COD",2012,"16393"
"GNQ",2012,"607"
"GAB",2012,"1164"
"GMB",2012,"330"
"GHA",2012,"6877"
"GIN",2012,"1304"
"GNB",2012,"697"
"LBR",2012,"906"
"MLI",2012,"1560"
"MRT",2012,"133"
"NER",2012,"420"
"NGA",2012,"21249"
"SEN",2012,"292"
"SLE",2012,"1118"
"TGO",2012,"1780"
"STP",2012,"6"
"AUT",2012,"0"
"BEL",2012,"0"
"BGR",2012,"0"
"CAN",2012,"0"
"HRV",2012,"0"
"CYP",2012,"0"
"CZE",2012,"0"
"DNK",2012,"3"
"EST",2012,"9"
"FIN",2012,"0"
"FRA",2012,"0"
"DEU",2012,"30"
"GRC",2012,"4"
"HUN",2012,"0"
"ISL",2012,"0"
"IRL",2012,"2"
"ISR",2012,"0"
"ITA",2012,"0"
"LVA",2012,"0"
"LTU",2012,"0"
"LUX",2012,"0"
"MLT",2012,"0"
"NLD",2012,"5"
"NOR",2012,"3"
"POL",2012,"0"
"PRT",2012,"97"
"ROU",2012,"78"
"SRB",2012,"4"
"SVK",2012,"0"
"SVN",2012,"0"
"ESP",2012,"43"
"SWE",2012,"0"
"CHE",2012,"19"
"TUR",2012,"0"
"GBR",2012,"0"
"USA",2012,"0"
"03M49WLD",2013,"313446"
"AFG",2013,"63"
"AUS",2013,"6"
"BGD",2013,"0"
"BTN",2013,"10"
"BRN",2013,"0"
"KHM",2013,"481"
"CHN",2013,"0"
"PRK",2013,"0"
"FJI",2013,"2"
"IND",2013,"0"
"IDN",2013,"4269"
"JPN",2013,"6"
"LAO",2013,"70"
"MYS",2013,"252"
"MDV",2013,"0"
"MNG",2013,"2"
"MMR",2013,"0"
"NPL",2013,"183"
"NZL",2013,"1"
"PAK",2013,"209"
"PNG",2013,"144"
"PHL",2013,"11"
"KOR",2013,"0"
"SGP",2013,"16"
"LKA",2013,"43"
"THA",2013,"8686"
"TLS",2013,"6"
"VNM",2013,"687"
"BHS",2013,"0"
"BRB",2013,"0"
"BLZ",2013,"37"
"CUB",2013,"201"
"DOM",2013,"925"
"GUY",2013,"21"
"HTI",2013,"1616"
"JAM",2013,"379"
"SUR",2013,"21"
"TTO",2013,"75"
"AGO",2013,"5016"
"BWA",2013,"1977"
"COM",2013,"1"
"ERI",2013,"177"
"SWZ",2013,"1218"
"ETH",2013,"5878"
"KEN",2013,"11902"
"LSO",2013,"2266"
"MDG",2013,"237"
"MWI",2013,"7927"
"MUS",2013,"165"
"MOZ",2013,"24255"
"NAM",2013,"1097"
"RWA",2013,"1287"
"ZAF",2013,"41553"
"SSD",2013,"3920"
"UGA",2013,"14519"
"TZA",2013,"14049"
"ZMB",2013,"9930"
"ZWE",2013,"9874"
"ALB",2013,"2"
"ARM",2013,"43"
"AZE",2013,"131"
"BLR",2013,"18"
"BIH",2013,"0"
"GEO",2013,"4"
"KAZ",2013,"85"
"KGZ",2013,"11"
"MNE",2013,"1"
"MKD",2013,"0"
"MDA",2013,"95"
"RUS",2013,"0"
"TJK",2013,"34"
"TKM",2013,"0"
"UKR",2013,"3490"
"UZB",2013,"57"
"ARG",2013,"207"
"BOL",2013,"162"
"BRA",2013,"0"
"CHL",2013,"0"
"COL",2013,"347"
"CRI",2013,"94"
"ECU",2013,"140"
"SLV",2013,"133"
"GTM",2013,"132"
"HND",2013,"211"
"MEX",2013,"463"
"NIC",2013,"47"
"PAN",2013,"102"
"PRY",2013,"207"
"PER",2013,"65"
"URY",2013,"98"
"VEN",2013,"1399"
"DZA",2013,"27"
"BHR",2013,"0"
"DJI",2013,"291"
"EGY",2013,"18"
"IRN",2013,"471"
"JOR",2013,"5"
"KWT",2013,"0"
"LBN",2013,"11"
"LBY",2013,"16"
"MAR",2013,"213"
"OMN",2013,"0"
"QAT",2013,"1"
"SAU",2013,"6"
"SOM",2013,"240"
"SDN",2013,"968"
"SYR",2013,"4"
"TUN",2013,"25"
"ARE",2013,"0"
"YEM",2013,"59"
"IRQ",2013,"0"
"BEN",2013,"369"
"BFA",2013,"992"
"BDI",2013,"1047"
"CMR",2013,"8918"
"CPV",2013,"13"
"CAF",2013,"2809"
"TCD",2013,"1057"
"COG",2013,"2188"
"CIV",2013,"7775"
"COD",2013,"15073"
"GNQ",2013,"530"
"GAB",2013,"908"
"GMB",2013,"318"
"GHA",2013,"6465"
"GIN",2013,"1088"
"GNB",2013,"597"
"LBR",2013,"897"
"MLI",2013,"1646"
"MRT",2013,"142"
"NER",2013,"365"
"NGA",2013,"18001"
"SEN",2013,"381"
"SLE",2013,"1087"
"TGO",2013,"1511"
"STP",2013,"5"
"AUT",2013,"0"
"BEL",2013,"0"
"BGR",2013,"0"
"CAN",2013,"0"
"HRV",2013,"0"
"CYP",2013,"0"
"CZE",2013,"0"
"DNK",2013,"3"
"EST",2013,"8"
"FIN",2013,"0"
"FRA",2013,"0"
"DEU",2013,"27"
"GRC",2013,"4"
"HUN",2013,"0"
"ISL",2013,"0"
"IRL",2013,"2"
"ISR",2013,"0"
"ITA",2013,"0"
"LVA",2013,"0"
"LTU",2013,"0"
"LUX",2013,"0"
"MLT",2013,"0"
"NLD",2013,"5"
"NOR",2013,"3"
"POL",2013,"0"
"PRT",2013,"86"
"ROU",2013,"116"
"SRB",2013,"4"
"SVK",2013,"0"
"SVN",2013,"0"
"ESP",2013,"39"
"SWE",2013,"0"
"CHE",2013,"19"
"TUR",2013,"0"
"GBR",2013,"0"
"USA",2013,"0"
"03M49WLD",2014,"284444"
"AFG",2014,"69"
"AUS",2014,"6"
"BGD",2014,"0"
"BTN",2014,"10"
"BRN",2014,"0"
"KHM",2014,"537"
"CHN",2014,"0"
"PRK",2014,"0"
"FJI",2014,"3"
"IND",2014,"0"
"IDN",2014,"4998"
"JPN",2014,"6"
"LAO",2014,"77"
"MYS",2014,"226"
"MDV",2014,"0"
"MNG",2014,"2"
"MMR",2014,"0"
"NPL",2014,"188"
"NZL",2014,"2"
"PAK",2014,"314"
"PNG",2014,"109"
"PHL",2014,"22"
"KOR",2014,"0"
"SGP",2014,"8"
"LKA",2014,"43"
"THA",2014,"8366"
"TLS",2014,"4"
"VNM",2014,"665"
"BHS",2014,"0"
"BRB",2014,"0"
"BLZ",2014,"41"
"CUB",2014,"215"
"DOM",2014,"896"
"GUY",2014,"22"
"HTI",2014,"1252"
"JAM",2014,"271"
"SUR",2014,"15"
"TTO",2014,"74"
"AGO",2014,"4243"
"BWA",2014,"1799"
"COM",2014,"1"
"ERI",2014,"154"
"SWZ",2014,"1282"
"ETH",2014,"6242"
"KEN",2014,"11192"
"LSO",2014,"2266"
"MDG",2014,"274"
"MWI",2014,"6710"
"MUS",2014,"165"
"MOZ",2014,"21044"
"NAM",2014,"1005"
"RWA",2014,"1184"
"ZAF",2014,"37186"
"SSD",2014,"3761"
"UGA",2014,"11231"
"TZA",2014,"11317"
"ZMB",2014,"10124"
"ZWE",2014,"9195"
"ALB",2014,"2"
"ARM",2014,"43"
"AZE",2014,"119"
"BLR",2014,"23"
"BIH",2014,"0"
"GEO",2014,"5"
"KAZ",2014,"64"
"KGZ",2014,"7"
"MNE",2014,"1"
"MKD",2014,"0"
"MDA",2014,"91"
"RUS",2014,"0"
"TJK",2014,"40"
"TKM",2014,"0"
"UKR",2014,"2742"
"UZB",2014,"128"
"ARG",2014,"202"
"BOL",2014,"154"
"BRA",2014,"0"
"CHL",2014,"0"
"COL",2014,"269"
"CRI",2014,"94"
"ECU",2014,"96"
"SLV",2014,"135"
"GTM",2014,"128"
"HND",2014,"179"
"MEX",2014,"526"
"NIC",2014,"50"
"PAN",2014,"113"
"PRY",2014,"197"
"PER",2014,"59"
"URY",2014,"67"
"VEN",2014,"1613"
"DZA",2014,"29"
"BHR",2014,"0"
"DJI",2014,"273"
"EGY",2014,"21"
"IRN",2014,"457"
"JOR",2014,"6"
"KWT",2014,"0"
"LBN",2014,"13"
"LBY",2014,"16"
"MAR",2014,"189"
"OMN",2014,"0"
"QAT",2014,"1"
"SAU",2014,"6"
"SOM",2014,"209"
"SDN",2014,"955"
"SYR",2014,"4"
"TUN",2014,"25"
"ARE",2014,"0"
"YEM",2014,"62"
"IRQ",2014,"0"
"BEN",2014,"359"
"BFA",2014,"958"
"BDI",2014,"890"
"CMR",2014,"9054"
"CPV",2014,"12"
"CAF",2014,"2725"
"TCD",2014,"1126"
"COG",2014,"2208"
"CIV",2014,"7542"
"COD",2014,"13818"
"GNQ",2014,"378"
"GAB",2014,"702"
"GMB",2014,"361"
"GHA",2014,"6563"
"GIN",2014,"1155"
"GNB",2014,"624"
"LBR",2014,"826"
"MLI",2014,"1798"
"MRT",2014,"129"
"NER",2014,"311"
"NGA",2014,"14579"
"SEN",2014,"481"
"SLE",2014,"1082"
"TGO",2014,"1385"
"STP",2014,"4"
"AUT",2014,"0"
"BEL",2014,"0"
"BGR",2014,"0"
"CAN",2014,"0"
"HRV",2014,"0"
"CYP",2014,"0"
"CZE",2014,"0"
"DNK",2014,"3"
"EST",2014,"9"
"FIN",2014,"0"
"FRA",2014,"0"
"DEU",2014,"25"
"GRC",2014,"4"
"HUN",2014,"0"
"ISL",2014,"0"
"IRL",2014,"2"
"ISR",2014,"0"
"ITA",2014,"0"
"LVA",2014,"0"
"LTU",2014,"0"
"LUX",2014,"0"
"MLT",2014,"0"
"NLD",2014,"4"
"NOR",2014,"3"
"POL",2014,"0"
"PRT",2014,"78"
"ROU",2014,"152"
"SRB",2014,"4"
"SVK",2014,"0"
"SVN",2014,"0"
"ESP",2014,"35"
"SWE",2014,"0"
"CHE",2014,"20"
"TUR",2014,"0"
"GBR",2014,"0"
"USA",2014,"0"
"03M49WLD",2015,"266056"
"AFG",2015,"74"
"AUS",2015,"5"
"BGD",2015,"0"
"BTN",2015,"10"
"BRN",2015,"0"
"KHM",2015,"557"
"CHN",2015,"0"
"PRK",2015,"0"
"FJI",2015,"3"
"IND",2015,"0"
"IDN",2015,"5333"
"JPN",2015,"7"
"LAO",2015,"79"
"MYS",2015,"174"
"MDV",2015,"0"
"MNG",2015,"2"
"MMR",2015,"0"
"NPL",2015,"197"
"NZL",2015,"2"
"PAK",2015,"417"
"PNG",2015,"83"
"PHL",2015,"35"
"KOR",2015,"0"
"SGP",2015,"8"
"LKA",2015,"43"
"THA",2015,"7958"
"TLS",2015,"5"
"VNM",2015,"670"
"BHS",2015,"0"
"BRB",2015,"0"
"BLZ",2015,"40"
"CUB",2015,"219"
"DOM",2015,"769"
"GUY",2015,"23"
"HTI",2015,"1102"
"JAM",2015,"274"
"SUR",2015,"12"
"TTO",2015,"67"
"AGO",2015,"3898"
"BWA",2015,"1766"
"COM",2015,"2"
"ERI",2015,"132"
"SWZ",2015,"1370"
"ETH",2015,"6374"
"KEN",2015,"10476"
"LSO",2015,"2266"
"MDG",2015,"315"
"MWI",2015,"6071"
"MUS",2015,"162"
"MOZ",2015,"17544"
"NAM",2015,"957"
"RWA",2015,"1133"
"ZAF",2015,"33933"
"SSD",2015,"3476"
"UGA",2015,"9200"
"TZA",2015,"9899"
"ZMB",2015,"9778"
"ZWE",2015,"9423"
"ALB",2015,"2"
"ARM",2015,"40"
"AZE",2015,"109"
"BLR",2015,"19"
"BIH",2015,"0"
"GEO",2015,"6"
"KAZ",2015,"49"
"KGZ",2015,"6"
"MNE",2015,"0"
"MKD",2015,"0"
"MDA",2015,"75"
"RUS",2015,"0"
"TJK",2015,"33"
"TKM",2015,"0"
"UKR",2015,"2627"
"UZB",2015,"92"
"ARG",2015,"198"
"BOL",2015,"137"
"BRA",2015,"0"
"CHL",2015,"0"
"COL",2015,"211"
"CRI",2015,"106"
"ECU",2015,"74"
"SLV",2015,"167"
"GTM",2015,"129"
"HND",2015,"173"
"MEX",2015,"609"
"NIC",2015,"43"
"PAN",2015,"127"
"PRY",2015,"181"
"PER",2015,"67"
"URY",2015,"66"
"VEN",2015,"1613"
"DZA",2015,"29"
"BHR",2015,"0"
"DJI",2015,"233"
"EGY",2015,"23"
"IRN",2015,"439"
"JOR",2015,"7"
"KWT",2015,"0"
"LBN",2015,"13"
"LBY",2015,"16"
"MAR",2015,"181"
"OMN",2015,"0"
"QAT",2015,"1"
"SAU",2015,"6"
"SOM",2015,"190"
"SDN",2015,"948"
"SYR",2015,"5"
"TUN",2015,"23"
"ARE",2015,"0"
"YEM",2015,"63"
"IRQ",2015,"0"
"BEN",2015,"443"
"BFA",2015,"909"
"BDI",2015,"800"
"CMR",2015,"9238"
"CPV",2015,"11"
"CAF",2015,"2244"
"TCD",2015,"1038"
"COG",2015,"2287"
"CIV",2015,"6585"
"COD",2015,"12809"
"GNQ",2015,"393"
"GAB",2015,"669"
"GMB",2015,"379"
"GHA",2015,"6505"
"GIN",2015,"1173"
"GNB",2015,"627"
"LBR",2015,"825"
"MLI",2015,"1769"
"MRT",2015,"129"
"NER",2015,"320"
"NGA",2015,"13244"
"SEN",2015,"438"
"SLE",2015,"1032"
"TGO",2015,"1387"
"STP",2015,"4"
"AUT",2015,"0"
"BEL",2015,"0"
"BGR",2015,"0"
"CAN",2015,"0"
"HRV",2015,"0"
"CYP",2015,"0"
"CZE",2015,"0"
"DNK",2015,"3"
"EST",2015,"9"
"FIN",2015,"0"
"FRA",2015,"0"
"DEU",2015,"23"
"GRC",2015,"4"
"HUN",2015,"0"
"ISL",2015,"0"
"IRL",2015,"2"
"ISR",2015,"0"
"ITA",2015,"0"
"LVA",2015,"0"
"LTU",2015,"0"
"LUX",2015,"0"
"MLT",2015,"0"
"NLD",2015,"4"
"NOR",2015,"3"
"POL",2015,"0"
"PRT",2015,"68"
"ROU",2015,"134"
"SRB",2015,"4"
"SVK",2015,"0"
"SVN",2015,"0"
"ESP",2015,"32"
"SWE",2015,"0"
"CHE",2015,"21"
"TUR",2015,"0"
"GBR",2015,"0"
"USA",2015,"0"
"03M49WLD",2016,"249961"
"AFG",2016,"79"
"AUS",2016,"4"
"BGD",2016,"0"
"BTN",2016,"8"
"BRN",2016,"0"
"KHM",2016,"545"
"CHN",2016,"0"
"PRK",2016,"0"
"FJI",2016,"5"
"IND",2016,"0"
"IDN",2016,"5838"
"JPN",2016,"6"
"LAO",2016,"81"
"MYS",2016,"172"
"MDV",2016,"0"
"MNG",2016,"2"
"MMR",2016,"0"
"NPL",2016,"206"
"NZL",2016,"2"
"PAK",2016,"529"
"PNG",2016,"74"
"PHL",2016,"45"
"KOR",2016,"0"
"SGP",2016,"6"
"LKA",2016,"39"
"THA",2016,"7558"
"TLS",2016,"6"
"VNM",2016,"590"
"BHS",2016,"0"
"BRB",2016,"0"
"BLZ",2016,"42"
"CUB",2016,"219"
"DOM",2016,"707"
"GUY",2016,"23"
"HTI",2016,"972"
"JAM",2016,"300"
"SUR",2016,"12"
"TTO",2016,"67"
"AGO",2016,"4224"
"BWA",2016,"1836"
"COM",2016,"2"
"ERI",2016,"114"
"SWZ",2016,"1348"
"ETH",2016,"6045"
"KEN",2016,"9496"
"LSO",2016,"2212"
"MDG",2016,"353"
"MWI",2016,"5629"
"MUS",2016,"167"
"MOZ",2016,"15740"
"NAM",2016,"1134"
"RWA",2016,"1091"
"ZAF",2016,"31459"
"SSD",2016,"3131"
"UGA",2016,"8213"
"TZA",2016,"8828"
"ZMB",2016,"9091"
"ZWE",2016,"8885"
"ALB",2016,"3"
"ARM",2016,"34"
"AZE",2016,"90"
"BLR",2016,"17"
"BIH",2016,"0"
"GEO",2016,"7"
"KAZ",2016,"32"
"KGZ",2016,"6"
"MNE",2016,"0"
"MKD",2016,"0"
"MDA",2016,"65"
"RUS",2016,"0"
"TJK",2016,"27"
"TKM",2016,"0"
"UKR",2016,"3230"
"UZB",2016,"74"
"ARG",2016,"195"
"BOL",2016,"108"
"BRA",2016,"0"
"CHL",2016,"0"
"COL",2016,"171"
"CRI",2016,"104"
"ECU",2016,"64"
"SLV",2016,"226"
"GTM",2016,"175"
"HND",2016,"157"
"MEX",2016,"551"
"NIC",2016,"47"
"PAN",2016,"114"
"PRY",2016,"172"
"PER",2016,"76"
"URY",2016,"60"
"VEN",2016,"1042"
"DZA",2016,"30"
"BHR",2016,"0"
"DJI",2016,"204"
"EGY",2016,"25"
"IRN",2016,"420"
"JOR",2016,"7"
"KWT",2016,"0"
"LBN",2016,"13"
"LBY",2016,"14"
"MAR",2016,"141"
"OMN",2016,"0"
"QAT",2016,"0"
"SAU",2016,"7"
"SOM",2016,"166"
"SDN",2016,"951"
"SYR",2016,"5"
"TUN",2016,"27"
"ARE",2016,"0"
"YEM",2016,"69"
"IRQ",2016,"0"
"BEN",2016,"487"
"BFA",2016,"852"
"BDI",2016,"705"
"CMR",2016,"8814"
"CPV",2016,"10"
"CAF",2016,"1937"
"TCD",2016,"899"
"COG",2016,"2130"
"CIV",2016,"5758"
"COD",2016,"11901"
"GNQ",2016,"477"
"GAB",2016,"577"
"GMB",2016,"389"
"GHA",2016,"6194"
"GIN",2016,"1251"
"GNB",2016,"602"
"LBR",2016,"837"
"MLI",2016,"1645"
"MRT",2016,"129"
"NER",2016,"359"
"NGA",2016,"13043"
"SEN",2016,"404"
"SLE",2016,"968"
"TGO",2016,"1306"
"STP",2016,"3"
"AUT",2016,"0"
"BEL",2016,"0"
"BGR",2016,"0"
"CAN",2016,"0"
"HRV",2016,"0"
"CYP",2016,"0"
"CZE",2016,"0"
"DNK",2016,"3"
"EST",2016,"8"
"FIN",2016,"0"
"FRA",2016,"0"
"DEU",2016,"21"
"GRC",2016,"4"
"HUN",2016,"0"
"ISL",2016,"0"
"IRL",2016,"2"
"ISR",2016,"0"
"ITA",2016,"0"
"LVA",2016,"0"
"LTU",2016,"0"
"LUX",2016,"0"
"MLT",2016,"0"
"NLD",2016,"4"
"NOR",2016,"3"
"POL",2016,"0"
"PRT",2016,"63"
"ROU",2016,"97"
"SRB",2016,"4"
"SVK",2016,"0"
"SVN",2016,"0"
"ESP",2016,"29"
"SWE",2016,"0"
"CHE",2016,"22"
"TUR",2016,"0"
"GBR",2016,"0"
"USA",2016,"0"
"03M49WLD",2017,"233528"
"AFG",2017,"77"
"AUS",2017,"3"
"BGD",2017,"0"
"BTN",2017,"7"
"BRN",2017,"0"
"KHM",2017,"516"
"CHN",2017,"0"
"PRK",2017,"0"
"FJI",2017,"6"
"IND",2017,"0"
"IDN",2017,"6438"
"JPN",2017,"5"
"LAO",2017,"85"
"MYS",2017,"105"
"MDV",2017,"0"
"MNG",2017,"2"
"MMR",2017,"0"
"NPL",2017,"221"
"NZL",2017,"3"
"PAK",2017,"643"
"PNG",2017,"72"
"PHL",2017,"55"
"KOR",2017,"0"
"SGP",2017,"7"
"LKA",2017,"33"
"THA",2017,"6789"
"TLS",2017,"5"
"VNM",2017,"580"
"BHS",2017,"0"
"BRB",2017,"0"
"BLZ",2017,"41"
"CUB",2017,"226"
"DOM",2017,"677"
"GUY",2017,"23"
"HTI",2017,"772"
"JAM",2017,"296"
"SUR",2017,"13"
"TTO",2017,"79"
"AGO",2017,"4986"
"BWA",2017,"1810"
"COM",2017,"1"
"ERI",2017,"110"
"SWZ",2017,"1313"
"ETH",2017,"5496"
"KEN",2017,"8428"
"LSO",2017,"2093"
"MDG",2017,"403"
"MWI",2017,"5544"
"MUS",2017,"167"
"MOZ",2017,"14882"
"NAM",2017,"1174"
"RWA",2017,"1071"
"ZAF",2017,"29632"
"SSD",2017,"3314"
"UGA",2017,"8069"
"TZA",2017,"8845"
"ZMB",2017,"8599"
"ZWE",2017,"8609"
"ALB",2017,"3"
"ARM",2017,"26"
"AZE",2017,"75"
"BLR",2017,"17"
"BIH",2017,"0"
"GEO",2017,"8"
"KAZ",2017,"24"
"KGZ",2017,"6"
"MNE",2017,"0"
"MKD",2017,"0"
"MDA",2017,"58"
"RUS",2017,"0"
"TJK",2017,"25"
"TKM",2017,"0"
"UKR",2017,"1964"
"UZB",2017,"61"
"ARG",2017,"195"
"BOL",2017,"97"
"BRA",2017,"0"
"CHL",2017,"0"
"COL",2017,"144"
"CRI",2017,"103"
"ECU",2017,"69"
"SLV",2017,"242"
"GTM",2017,"221"
"HND",2017,"145"
"MEX",2017,"607"
"NIC",2017,"52"
"PAN",2017,"93"
"PRY",2017,"151"
"PER",2017,"61"
"URY",2017,"70"
"VEN",2017,"1150"
"DZA",2017,"33"
"BHR",2017,"0"
"DJI",2017,"169"
"EGY",2017,"26"
"IRN",2017,"393"
"JOR",2017,"7"
"KWT",2017,"0"
"LBN",2017,"11"
"LBY",2017,"12"
"MAR",2017,"116"
"OMN",2017,"0"
"QAT",2017,"0"
"SAU",2017,"9"
"SOM",2017,"146"
"SDN",2017,"849"
"SYR",2017,"6"
"TUN",2017,"28"
"ARE",2017,"0"
"YEM",2017,"70"
"IRQ",2017,"0"
"BEN",2017,"486"
"BFA",2017,"809"
"BDI",2017,"610"
"CMR",2017,"7589"
"CPV",2017,"10"
"CAF",2017,"1432"
"TCD",2017,"760"
"COG",2017,"2075"
"CIV",2017,"4977"
"COD",2017,"10661"
"GNQ",2017,"438"
"GAB",2017,"485"
"GMB",2017,"373"
"GHA",2017,"5992"
"GIN",2017,"1256"
"GNB",2017,"550"
"LBR",2017,"720"
"MLI",2017,"1597"
"MRT",2017,"131"
"NER",2017,"305"
"NGA",2017,"12993"
"SEN",2017,"337"
"SLE",2017,"871"
"TGO",2017,"1106"
"STP",2017,"2"
"AUT",2017,"0"
"BEL",2017,"0"
"BGR",2017,"0"
"CAN",2017,"0"
"HRV",2017,"0"
"CYP",2017,"0"
"CZE",2017,"0"
"DNK",2017,"3"
"EST",2017,"7"
"FIN",2017,"0"
"FRA",2017,"0"
"DEU",2017,"20"
"GRC",2017,"4"
"HUN",2017,"0"
"ISL",2017,"0"
"IRL",2017,"2"
"ISR",2017,"0"
"ITA",2017,"0"
"LVA",2017,"0"
"LTU",2017,"0"
"LUX",2017,"0"
"MLT",2017,"0"
"NLD",2017,"4"
"NOR",2017,"3"
"POL",2017,"0"
"PRT",2017,"56"
"ROU",2017,"79"
"SRB",2017,"3"
"SVK",2017,"0"
"SVN",2017,"0"
"ESP",2017,"27"
"SWE",2017,"0"
"CHE",2017,"17"
"TUR",2017,"0"
"GBR",2017,"0"
"USA",2017,"0"
"03M49WLD",2018,"217548"
"AFG",2018,"90"
"AUS",2018,"3"
"BGD",2018,"0"
"BTN",2018,"5"
"BRN",2018,"0"
"KHM",2018,"480"
"CHN",2018,"0"
"PRK",2018,"0"
"FJI",2018,"6"
"IND",2018,"0"
"IDN",2018,"6951"
"JPN",2018,"4"
"LAO",2018,"88"
"MYS",2018,"94"
"MDV",2018,"0"
"MNG",2018,"3"
"MMR",2018,"0"
"NPL",2018,"196"
"NZL",2018,"3"
"PAK",2018,"751"
"PNG",2018,"71"
"PHL",2018,"64"
"KOR",2018,"0"
"SGP",2018,"8"
"LKA",2018,"32"
"THA",2018,"5948"
"TLS",2018,"5"
"VNM",2018,"579"
